Count of Victims,Age Group,Sex,MethodofKilling,Domestic Abuse,Recorded Year,Recorded Month,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2012,Dec,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Not known/Not Recorded,Not Domestic Abuse,2012,Dec,Murder,Solved,Havering,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2012,Dec,Murder,Solved,Croydon,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2012,Dec,Murder,Unsolved,Islington,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2012,Dec,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2012,Dec,Murder,Solved,Brent,Black
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2012,Dec,Manslaughter,Solved,Bromley,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2012,Dec,Murder,Solved,Wandsworth,White
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,2012,Dec,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2012,Dec,Murder,Solved,Southwark,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2012,Dec,Murder,Solved,Hounslow,Black
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,2013,Jan,Murder,Solved,Croydon,Black
1,20 to 24,Female,Blunt Implement,Domestic Abuse,2013,Jan,Murder,Solved,Lambeth,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2013,Jan,Manslaughter,Solved,Enfield,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2013,Jan,Murder,Solved,Lambeth,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2013,Jan,Murder,Solved,Hackney,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jan,Murder,Solved,Havering,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2013,Jan,Murder,Solved,Barnet,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jan,Murder,Solved,Westminster,Other
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2013,Jan,Murder,Solved,Greenwich,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2013,Feb,Manslaughter,Solved,Havering,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2013,Feb,Murder,Solved,Lewisham,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2013,Feb,Murder,Solved,Hackney,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2013,Feb,Murder,Solved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Feb,Murder,Solved,Wandsworth,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2013,Feb,Murder,Solved,Ealing,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2013,Feb,Murder,Solved,Ealing,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2013,Mar,Murder,Solved,Unmapped,Black
1,65 and over,Male,Not known/Not Recorded,Not Domestic Abuse,2013,Mar,Murder,Solved,Westminster,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2013,Mar,Corporate Manslaughter,Unsolved,Westminster,White
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2013,Mar,Murder,Solved,Westminster,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Mar,Murder,Solved,Haringey,Black
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2013,Mar,Murder,Solved,Lambeth,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2013,Mar,Murder,Solved,Barking & Dagenham,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2013,Mar,Murder,Solved,Islington,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2013,Apr,Murder,Solved,Enfield,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2013,Apr,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male,Shooting,Not Domestic Abuse,2013,Apr,Murder,Solved,Lewisham,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2013,Apr,Murder,Solved,Hillingdon,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,2013,Apr,Murder,Solved,Enfield,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Apr,Murder,Solved,Hackney,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2013,Apr,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,May,Murder,Solved,Unmapped,Black
1,13 to 19,Male,Shooting,Not Domestic Abuse,2013,May,Murder,Solved,Bromley,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,May,Murder,Solved,Unmapped,Black
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,2013,May,Murder,Solved,Camden,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,May,Murder,Solved,Greenwich,White
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,2013,May,Murder,Solved,Tower Hamlets,White
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2013,May,Murder,Solved,Lambeth,White
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,2013,May,Murder,Solved,Lewisham,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2013,May,Murder,Solved,Unmapped,White
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,2013,Jun,Murder,Solved,Newham,White
1,55 to 64,Female,Shooting,Domestic Abuse,2013,Jun,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jun,Murder,Solved,Kingston Upon Thames,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2013,Jun,Manslaughter,Solved,Croydon,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2013,Jun,Murder,Solved,Newham,Asian
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jun,Murder,Solved,Greenwich,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2013,Jun,Manslaughter,Solved,Lambeth,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jun,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jun,Murder,Solved,Islington,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2013,Jun,Murder,Solved,Unmapped,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2013,Jul,Murder,Solved,Wandsworth,White
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,2013,Jul,Murder,Solved,Newham,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2013,Jul,Murder,Solved,Hackney,Black
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,2013,Jul,Murder,Solved,Hillingdon,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jul,Murder,Solved,Enfield,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2013,Jul,Manslaughter,Solved,Newham,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2013,Jul,Manslaughter,Solved,Ealing,Asian
1,20 to 24,Female,Other Methods of Killing,Domestic Abuse,2013,Jul,Murder,Solved,Southwark,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2013,Jul,Murder,Solved,Barnet,White
1,45 to 54,Male,Not known/Not Recorded,Not Domestic Abuse,2013,Jul,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Jul,Murder,Solved,Tower Hamlets,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2013,Jul,Murder,Solved,Lambeth,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2013,Jul,Murder,Solved,Waltham Forest,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2013,Aug,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Aug,Murder,Solved,Barnet,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Aug,Murder,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2013,Aug,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Aug,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2013,Aug,Murder,Solved,Lewisham,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2013,Aug,Murder,Solved,Haringey,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Aug,Murder,Solved,Hackney,Black
1,20 to 24,Female,Shooting,Not Domestic Abuse,2013,Aug,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Aug,Murder,Unsolved,Ealing,Asian
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2013,Aug,Murder,Solved,Redbridge,Asian
1,13 to 19,Male,Other Methods of Killing,Not Domestic Abuse,2013,Sep,Manslaughter,Solved,Bromley,White
1,25 to 34,Female,Not known/Not Recorded,Domestic Abuse,2013,Sep,Murder,Unsolved,Waltham Forest,Asian
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2013,Sep,Murder,Solved,Redbridge,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Sep,Murder,Solved,Haringey,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2013,Sep,Murder,Solved,Newham,Asian
1,13 to 19,Male,Shooting,Not Domestic Abuse,2013,Sep,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Sep,Murder,Solved,Croydon,Black
1,65 and over,Female,Blunt Implement,Domestic Abuse,2013,Oct,Murder,Solved,Barnet,Other
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2013,Oct,Murder,Solved,Islington,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2013,Oct,Manslaughter,Solved,Unmapped,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Oct,Murder,Solved,Hammersmith & Fulham,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2013,Oct,Manslaughter,Unsolved,Hammersmith & Fulham,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Oct,Murder,Solved,Wandsworth,White
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,2013,Oct,Murder,Solved,Brent,Asian
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2013,Oct,Murder,Solved,Sutton,White
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,2013,Oct,Murder,Solved,Redbridge,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2013,Nov,Manslaughter,Solved,Hackney,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Nov,Murder,Solved,Brent,Black
1,20 to 24,Female,Other Methods of Killing,Domestic Abuse,2013,Nov,Murder,Solved,Bromley,White
1,25 to 34,Male,Not known/Not Recorded,Not Domestic Abuse,2013,Nov,Murder,Unsolved,Croydon,White
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,2013,Nov,Murder,Solved,Wandsworth,White
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,2013,Nov,Murder,Solved,Ealing,Asian
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,2013,Nov,Murder,Solved,Richmond Upon Thames,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Nov,Murder,Solved,Tower Hamlets,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2013,Dec,Murder,Solved,Unmapped,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Dec,Murder,Unsolved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2013,Dec,Murder,Solved,Enfield,Black
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2013,Dec,Murder,Unsolved,Unmapped,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2013,Dec,Murder,Unsolved,Enfield,Black
1,55 to 64,Female,"Physical Assault, no weapon",Not Domestic Abuse,2013,Dec,Murder,Solved,Wandsworth,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2013,Dec,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female,Other Methods of Killing,Not Domestic Abuse,2013,Dec,Murder,Solved,Haringey,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2013,Dec,Murder,Solved,Westminster,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,2013,Dec,Murder,Solved,Westminster,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2013,Dec,Murder,Solved,Ealing,Black
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,2014,Jan,Murder,Solved,Brent,Asian
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Jan,Murder,Solved,Brent,Asian
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2014,Jan,Murder,Solved,Newham,White
1,45 to 54,Female,Blunt Implement,Not Domestic Abuse,2014,Jan,Murder,Solved,Kensington & Chelsea,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Feb,Murder,Solved,Westminster,Other
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Feb,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Feb,Murder,Solved,Ealing,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2014,Feb,Manslaughter,Solved,Wandsworth,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2014,Feb,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Feb,Murder,Solved,Newham,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Feb,Murder,Solved,Hillingdon,White
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,2014,Feb,Manslaughter,Unsolved,Brent,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Feb,Murder,Solved,Unmapped,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Mar,Murder,Solved,Waltham Forest,Black
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Mar,Murder,Solved,Bromley,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Mar,Murder,Solved,Waltham Forest,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Mar,Murder,Solved,Unmapped,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2014,Mar,Murder,Solved,Harrow,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2014,Mar,Murder,Solved,Haringey,Black
1,13 to 19,Female,Shooting,Not Domestic Abuse,2014,Mar,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Domestic Abuse,2014,Mar,Murder,Solved,Barking & Dagenham,Asian
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Mar,Murder,Solved,Lewisham,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2014,Mar,Murder,Solved,Barking & Dagenham,White
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2014,Mar,Murder,Solved,Hackney,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2014,Mar,Murder,Solved,Hackney,Black
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,2014,Apr,Murder,Solved,Hackney,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Apr,Murder,Solved,Richmond Upon Thames,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2014,Apr,Murder,Solved,Kingston Upon Thames,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Apr,Murder,Solved,Wandsworth,Black
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2014,Apr,Murder,Solved,Kingston Upon Thames,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2014,Apr,Murder,Solved,Kingston Upon Thames,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Apr,Murder,Solved,Lewisham,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2014,Apr,Murder,Solved,Hounslow,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,May,Murder,Solved,Lambeth,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,May,Murder,Solved,Unmapped,Black
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,May,Murder,Solved,Hillingdon,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2014,May,Murder,Solved,Camden,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2014,May,Corporate Manslaughter,Solved,Westminster,Asian
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2014,May,Manslaughter,Solved,Kingston Upon Thames,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,May,Murder,Solved,Redbridge,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,May,Murder,Solved,Barnet,White
1,35 to 44,Female,Blunt Implement,Domestic Abuse,2014,May,Murder,Solved,Ealing,Asian
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic Abuse,2014,May,Murder,Solved,Brent,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Jun,Murder,Solved,Croydon,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,2014,Jun,Murder,Solved,Enfield,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Jun,Murder,Solved,Islington,Black
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Jun,Manslaughter,Solved,Unmapped,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2014,Jun,Murder,Solved,Barnet,White
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Jun,Manslaughter,Solved,Bexley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Jun,Murder,Solved,Brent,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Jun,Murder,Solved,Unmapped,White
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,2014,Jul,Murder,Solved,Hackney,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Jul,Murder,Solved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Jul,Murder,Solved,Croydon,Black
1,13 to 19,Female,Other Methods of Killing,Not Domestic Abuse,2014,Jul,Murder,Solved,Unmapped,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Jul,Murder,Unsolved,Kensington & Chelsea,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Jul,Murder,Solved,Unmapped,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2014,Jul,Murder,Solved,Unmapped,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Aug,Murder,Solved,Lewisham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Aug,Murder,Solved,Hillingdon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Aug,Murder,Solved,Hackney,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Aug,Murder,Solved,Hillingdon,Asian
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2014,Aug,Manslaughter,Solved,Harrow,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Aug,Murder,Solved,Croydon,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2014,Aug,Murder,Solved,Haringey,Asian
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Aug,Murder,Solved,Kensington & Chelsea,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2014,Sep,Murder,Solved,Waltham Forest,White
1,13 to 19,Female,"Physical Assault, no weapon",Not Domestic Abuse,2014,Sep,Murder,Solved,Ealing,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2014,Sep,Murder,Solved,Enfield,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2014,Sep,Murder,Solved,Enfield,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2014,Sep,Murder,Solved,Unmapped,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2014,Sep,Murder,Solved,Wandsworth,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2014,Sep,Manslaughter,Solved,Ealing,Asian
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2014,Sep,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Oct,Murder,Solved,Ealing,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Oct,Murder,Solved,Greenwich,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Oct,Murder,Solved,Barking & Dagenham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Oct,Murder,Solved,Brent,Black
1,25 to 34,Female,Shooting,Domestic Abuse,2014,Nov,Murder,Solved,Islington,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2014,Nov,Murder,Solved,Newham,White
1,20 to 24,Male,Blunt Implement,Domestic Abuse,2014,Nov,Murder,Solved,Croydon,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2014,Nov,Murder,Solved,Lewisham,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2014,Nov,Corporate Manslaughter,Solved,Kensington & Chelsea,White
1,13 to 19,Male,Other Methods of Killing,Not Domestic Abuse,2014,Nov,Manslaughter,Solved,Greenwich,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Nov,Murder,Solved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Nov,Murder,Solved,Haringey,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2014,Nov,Manslaughter,Solved,Enfield,White
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,2014,Dec,Murder,Solved,Redbridge,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Dec,Murder,Solved,Havering,Black
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2014,Dec,Murder,Solved,Westminster,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Dec,Murder,Solved,Enfield,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2014,Dec,Murder,Solved,Harrow,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Dec,Murder,Unsolved,Westminster,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2014,Dec,Murder,Unsolved,Redbridge,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2014,Dec,Murder,Solved,Tower Hamlets,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Jan,Murder,Solved,Tower Hamlets,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2015,Jan,Murder,Solved,Islington,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Jan,Manslaughter,Solved,Brent,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Jan,Murder,Solved,Unmapped,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jan,Murder,Solved,Ealing,Asian
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2015,Jan,Murder,Solved,Islington,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2015,Jan,Murder,Solved,Harrow,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jan,Murder,Solved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jan,Murder,Solved,Westminster,Other
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jan,Murder,Solved,Haringey,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2015,Jan,Murder,Solved,Haringey,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic Abuse,2015,Jan,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2015,Jan,Murder,Solved,Hillingdon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jan,Murder,Solved,Enfield,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2015,Feb,Murder,Solved,Havering,Black
1,35 to 44,Male,Shooting,Not Domestic Abuse,2015,Feb,Murder,Unsolved,Hillingdon,Other
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Feb,Murder,Solved,Hackney,White
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,2015,Feb,Murder,Solved,Merton,White
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,2015,Feb,Murder,Solved,Westminster,Other
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2015,Feb,Murder,Solved,Wandsworth,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2015,Feb,Murder,Solved,Westminster,Other
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,2015,Feb,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Feb,Murder,Solved,Unmapped,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Feb,Manslaughter,Solved,Kingston Upon Thames,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Feb,Murder,Solved,Camden,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2015,Mar,Murder,Solved,Hillingdon,White
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2015,Mar,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2015,Mar,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Mar,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Mar,Murder,Solved,Brent,White
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2015,Mar,Murder,Solved,Ealing,White
